"PDF","PMID","OUTCOME","COMMENTS","PAGE","LAYOUT","ARMS","ARMS_WITH_N","LINES","VARIABLES","CONTINUOUS","SKIPPED","SECONDS"
"PMID_16613927.pdf","16613927","successfully parsed","Table page 3 (single layout); 2 arm(s), 2 with N; 4 table lines -> 2 variables (1 continuous rows); 3 line(s) skipped as unusable; heuristic engine, 0.9 s",3,"single",2,2,4,2,1,3,0.89
"PMID_16613928.pdf","16613928","successfully parsed","Table page 2 (single layout); 3 arm(s), 0 with N; 5 table lines -> 3 variables (0 continuous rows); 3 line(s) skipped as unusable; heuristic engine, 1.0 s",2,"single",3,0,5,3,0,3,1.03
"PMID_16636028.pdf","16636028","successfully parsed","Table page 3 (columns layout); 2 arm(s), 2 with N; 16 table lines -> 8 variables (5 continuous rows); 0 line(s) skipped as unusable; heuristic engine, 1.1 s",3,"columns",2,2,16,8,5,0,1.12
"PMID_16636029.pdf","16636029","successfully parsed","Table page 3 (columns layout); 2 arm(s), 2 with N; 16 table lines -> 8 variables (7 continuous rows); 1 line(s) skipped as unusable; heuristic engine, 0.9 s",3,"columns",2,2,16,8,7,1,0.93
"PMID_16645445.pdf","16645445","successfully parsed","Table page 3 (columns layout); 2 arm(s), 0 with N; 18 table lines -> 9 variables (6 continuous rows); 1 line(s) skipped as unusable; heuristic engine, 1.3 s",3,"columns",2,0,18,9,6,1,1.3
"PMID_16645458.pdf","16645458","successfully parsed","Table page 4 (single layout); 5 arm(s), 0 with N; 5 table lines -> 1 variables (0 continuous rows); 12 line(s) skipped as unusable; heuristic engine, 1.8 s",4,"single",5,0,5,1,0,12,1.81
"PMID_16670110.pdf","16670110","successfully parsed","Table page 5 (single layout); 2 arm(s), 1 with N; 10 table lines -> 5 variables (3 continuous rows); 0 line(s) skipped as unusable; heuristic engine, 1.4 s",5,"single",2,1,10,5,3,0,1.43
"PMID_16670112.pdf","16670112","successfully parsed","Table page 3 (single layout); 8 arm(s), 0 with N; 23 table lines -> 16 variables (15 continuous rows); 1 line(s) skipped as unusable; heuristic engine, 1.4 s",3,"single",8,0,23,16,15,1,1.37
"PMID_16672092.pdf","16672092","successfully parsed","Table page 3 (columns layout); 1 arm(s), 1 with N; 3 table lines -> 3 variables (0 continuous rows); 4 line(s) skipped as unusable; heuristic engine, 1.1 s",3,"columns",1,1,3,3,0,4,1.13
"PMID_16672093.pdf","16672093","successfully parsed","Table page 3 (columns layout); 3 arm(s), 3 with N; 14 table lines -> 6 variables (0 continuous rows); 5 line(s) skipped as unusable; heuristic engine, 1.1 s",3,"columns",3,3,14,6,0,5,1.14
"PMID_16674614.pdf","16674614","not successfully parsed","Failed at table-page identification: No usable baseline table could be parsed from C:/temp/journals/PMID_16674614.pdf. Try the `pages` or `layout` argument, or ai = ""always"".",NA,NA,NA,NA,0,0,0,NA,0.84
"PMID_16720672.pdf","16720672","successfully parsed","Table page 4 (single layout); 4 arm(s), 0 with N; 4 table lines -> 1 variables (0 continuous rows); 2 line(s) skipped as unusable; heuristic engine, 1.1 s",4,"single",4,0,4,1,0,2,1.14
"PMID_16723050.pdf","16723050","successfully parsed","Table page 2 (columns layout); 2 arm(s), 2 with N; 8 table lines -> 4 variables (4 continuous rows); 0 line(s) skipped as unusable; heuristic engine, 0.9 s",2,"columns",2,2,8,4,4,0,0.94
"PMID_16723051.pdf","16723051","successfully parsed","Table page 4 (columns layout); 2 arm(s), 2 with N; 10 table lines -> 5 variables (4 continuous rows); 1 line(s) skipped as unusable; heuristic engine, 1.3 s",4,"columns",2,2,10,5,4,1,1.28
"PMID_16723055.pdf","16723055","successfully parsed","Table page 4 (single layout); 5 arm(s), 1 with N; 31 table lines -> 10 variables (8 continuous rows); 8 line(s) skipped as unusable; heuristic engine, 1.6 s",4,"single",5,1,31,10,8,8,1.55
"PMID_16723058.pdf","16723058","successfully parsed","Table page 3 (single layout); 4 arm(s), 4 with N; 12 table lines -> 3 variables (0 continuous rows); 16 line(s) skipped as unusable; heuristic engine, 1.2 s",3,"single",4,4,12,3,0,16,1.24
"PMID_16732081.pdf","16732081","successfully parsed","Table page 3 (single layout); 4 arm(s), 4 with N; 24 table lines -> 6 variables (6 continuous rows); 0 line(s) skipped as unusable; heuristic engine, 1.4 s",3,"single",4,4,24,6,6,0,1.41
"PMID_16732083.pdf","16732083","successfully parsed","Table page 4 (single layout); 2 arm(s), 2 with N; 34 table lines -> 17 variables (16 continuous rows); 0 line(s) skipped as unusable; heuristic engine, 2.3 s",4,"single",2,2,34,17,16,0,2.3
"PMID_16732086.pdf","16732086","successfully parsed","Table page 3 (columns layout); 4 arm(s), 0 with N; 28 table lines -> 9 variables (5 continuous rows); 0 line(s) skipped as unusable; heuristic engine, 1.7 s",3,"columns",4,0,28,9,5,0,1.66
"PMID_16738287.pdf","16738287","successfully parsed","Table page 4 (columns layout); 2 arm(s), 2 with N; 16 table lines -> 8 variables (4 continuous rows); 1 line(s) skipped as unusable; heuristic engine, 1.9 s",4,"columns",2,2,16,8,4,1,1.88
"PMID_16738291.pdf","16738291","successfully parsed","Table page 4 (columns layout); 2 arm(s), 2 with N; 8 table lines -> 4 variables (4 continuous rows); 1 line(s) skipped as unusable; heuristic engine, 1.3 s",4,"columns",2,2,8,4,4,1,1.28
"PMID_16738292.pdf","16738292","successfully parsed","Table page 4 (columns layout); 3 arm(s), 2 with N; 24 table lines -> 14 variables (5 continuous rows); 5 line(s) skipped as unusable; heuristic engine, 1.4 s",4,"columns",3,2,24,14,5,5,1.41
"PMID_16780616.pdf","16780616","successfully parsed","Table page 3 (single layout); 3 arm(s), 3 with N; 15 table lines -> 5 variables (4 continuous rows); 0 line(s) skipped as unusable; heuristic engine, 1.2 s",3,"single",3,3,15,5,4,0,1.19
"PMID_16780618.pdf","16780618","successfully parsed","Table page 4 (single layout); 2 arm(s), 0 with N; 6 table lines -> 3 variables (3 continuous rows); 0 line(s) skipped as unusable; heuristic engine, 1.5 s",4,"single",2,0,6,3,3,0,1.52
"PMID_16782974.pdf","16782974","successfully parsed","Table page 3 (single layout); 3 arm(s), 2 with N; 9 table lines -> 5 variables (2 continuous rows); 11 line(s) skipped as unusable; heuristic engine, 1.2 s",3,"single",3,2,9,5,2,11,1.16
"PMID_16782975.pdf","16782975","successfully parsed","Table page 3 (single layout); 2 arm(s), 2 with N; 8 table lines -> 4 variables (3 continuous rows); 1 line(s) skipped as unusable; heuristic engine, 1.1 s",3,"single",2,2,8,4,3,1,1.15
"PMID_16787931.pdf","16787931","successfully parsed","Table page 3 (single layout); 2 arm(s), 0 with N; 2 table lines -> 2 variables (2 continuous rows); 3 line(s) skipped as unusable; heuristic engine, 1.0 s",3,"single",2,0,2,2,2,3,0.96
"PMID_16792606.pdf","16792606","successfully parsed","Table page 3 (columns layout); 3 arm(s), 2 with N; 28 table lines -> 12 variables (3 continuous rows); 9 line(s) skipped as unusable; heuristic engine, 1.6 s",3,"columns",3,2,28,12,3,9,1.59
"PMID_16792607.pdf","16792607","successfully parsed","Table page 3 (columns layout); 2 arm(s), 2 with N; 10 table lines -> 5 variables (5 continuous rows); 0 line(s) skipped as unusable; heuristic engine, 1.4 s",3,"columns",2,2,10,5,5,0,1.36
"PMID_16792608.pdf","16792608","successfully parsed","Table page 3 (single layout); 4 arm(s), 0 with N; 40 table lines -> 10 variables (10 continuous rows); 1 line(s) skipped as unusable; heuristic engine, 1.5 s",3,"single",4,0,40,10,10,1,1.46
"PMID_16792614.pdf","16792614","successfully parsed","Table page 3 (single layout); 2 arm(s), 2 with N; 8 table lines -> 4 variables (4 continuous rows); 6 line(s) skipped as unusable; heuristic engine, 1.3 s",3,"single",2,2,8,4,4,6,1.27
"PMID_16792615.pdf","16792615","successfully parsed","Table page 3 (columns layout); 4 arm(s), 3 with N; 6 table lines -> 2 variables (2 continuous rows); 5 line(s) skipped as unusable; heuristic engine, 1.2 s",3,"columns",4,3,6,2,2,5,1.16
"PMID_16798772.pdf","16798772","not successfully parsed","Failed at table-page identification: No usable baseline table could be parsed from C:/temp/journals/PMID_16798772.pdf. Try the `pages` or `layout` argument, or ai = ""always"".",NA,NA,NA,NA,0,0,0,NA,1.04
"PMID_16798773.pdf","16798773","successfully parsed","Table page 2 (single layout); 4 arm(s), 0 with N; 8 table lines -> 2 variables (2 continuous rows); 3 line(s) skipped as unusable; heuristic engine, 0.9 s",2,"single",4,0,8,2,2,3,0.88
"PMID_16803911.pdf","16803911","successfully parsed","Table page 3 (columns layout); 2 arm(s), 2 with N; 20 table lines -> 10 variables (9 continuous rows); 1 line(s) skipped as unusable; heuristic engine, 1.3 s",3,"columns",2,2,20,10,9,1,1.29
"PMID_16805930.pdf","16805930","successfully parsed","Table page 4 (columns layout); 2 arm(s), 1 with N; 6 table lines -> 3 variables (0 continuous rows); 5 line(s) skipped as unusable; heuristic engine, 1.5 s",4,"columns",2,1,6,3,0,5,1.51
"PMID_16805931.pdf","16805931","successfully parsed","Table page 3 (single layout); 4 arm(s), 0 with N; 28 table lines -> 8 variables (7 continuous rows); 1 line(s) skipped as unusable; heuristic engine, 1.2 s",3,"single",4,0,28,8,7,1,1.18
"PMID_16805932.pdf","16805932","successfully parsed","Table page 3 (single layout); 3 arm(s), 3 with N; 12 table lines -> 4 variables (0 continuous rows); 10 line(s) skipped as unusable; heuristic engine, 1.4 s",3,"single",3,3,12,4,0,10,1.37
"PMID_16805934.pdf","16805934","successfully parsed","Table page 2 (single layout); 3 arm(s), 3 with N; 6 table lines -> 2 variables (0 continuous rows); 3 line(s) skipped as unusable; heuristic engine, 1.1 s",2,"single",3,3,6,2,0,3,1.14
"PMID_16810002.pdf","16810002","successfully parsed","Table page 4 (columns layout); 2 arm(s), 2 with N; 10 table lines -> 5 variables (5 continuous rows); 2 line(s) skipped as unusable; heuristic engine, 1.5 s",4,"columns",2,2,10,5,5,2,1.46
"PMID_16816394.pdf","16816394","successfully parsed","Table page 3 (single layout); 3 arm(s), 2 with N; 23 table lines -> 12 variables (10 continuous rows); 1 line(s) skipped as unusable; heuristic engine, 0.9 s",3,"single",3,2,23,12,10,1,0.95
"PMID_16824242.pdf","16824242","successfully parsed","Table page 3 (columns layout); 2 arm(s), 2 with N; 6 table lines -> 3 variables (3 continuous rows); 4 line(s) skipped as unusable; heuristic engine, 1.0 s",3,"columns",2,2,6,3,3,4,0.96
"PMID_16829672.pdf","16829672","successfully parsed","Table page 3 (single layout); 7 arm(s), 0 with N; 7 table lines -> 1 variables (0 continuous rows); 4 line(s) skipped as unusable; heuristic engine, 0.9 s",3,"single",7,0,7,1,0,4,0.89
"PMID_16829673.pdf","16829673","successfully parsed","Table page 4 (single layout); 4 arm(s), 0 with N; 32 table lines -> 8 variables (8 continuous rows); 5 line(s) skipped as unusable; heuristic engine, 1.3 s",4,"single",4,0,32,8,8,5,1.3
"PMID_16834789.pdf","16834789","successfully parsed","Table page 3 (single layout); 4 arm(s), 2 with N; 16 table lines -> 8 variables (8 continuous rows); 0 line(s) skipped as unusable; heuristic engine, 1.0 s",3,"single",4,2,16,8,8,0,1.04
"PMID_16834791.pdf","16834791","successfully parsed","Table page 2 (columns layout); 4 arm(s), 0 with N; 8 table lines -> 2 variables (0 continuous rows); 1 line(s) skipped as unusable; heuristic engine, 1.1 s",2,"columns",4,0,8,2,0,1,1.06
"PMID_16835255.pdf","16835255","not successfully parsed","Failed at table-page identification: No usable baseline table could be parsed from C:/temp/journals/PMID_16835255.pdf. Try the `pages` or `layout` argument, or ai = ""always"".",NA,NA,NA,NA,0,0,0,NA,0.68
"PMID_16845131.pdf","16845131","not successfully parsed","Failed at table-page identification: No usable baseline table could be parsed from C:/temp/journals/PMID_16845131.pdf. Try the `pages` or `layout` argument, or ai = ""always"".",NA,NA,NA,NA,0,0,0,NA,0.78
"PMID_16849382.pdf","16849382","successfully parsed","Table page 3 (single layout); 5 arm(s), 0 with N; 13 table lines -> 5 variables (4 continuous rows); 4 line(s) skipped as unusable; heuristic engine, 1.1 s",3,"single",5,0,13,5,4,4,1.15
"PMID_16861258.pdf","16861258","successfully parsed","Table page 3 (single layout); 2 arm(s), 2 with N; 8 table lines -> 4 variables (2 continuous rows); 3 line(s) skipped as unusable; heuristic engine, 1.2 s",3,"single",2,2,8,4,2,3,1.16
"PMID_16867086.pdf","16867086","successfully parsed","Table page 3 (single layout); 2 arm(s), 0 with N; 2 table lines -> 1 variables (1 continuous rows); 0 line(s) skipped as unusable; heuristic engine, 0.8 s",3,"single",2,0,2,1,1,0,0.82
"PMID_16867087.pdf","16867087","successfully parsed","Table page 4 (single layout); 6 arm(s), 1 with N; 6 table lines -> 1 variables (0 continuous rows); 1 line(s) skipped as unusable; heuristic engine, 1.0 s",4,"single",6,1,6,1,0,1,1.01
"PMID_16867088.pdf","16867088","successfully parsed","Table page 3 (columns layout); 2 arm(s), 2 with N; 10 table lines -> 6 variables (6 continuous rows); 4 line(s) skipped as unusable; heuristic engine, 1.1 s",3,"columns",2,2,10,6,6,4,1.15
"PMID_16871058.pdf","16871058","successfully parsed","Table page 4 (columns layout); 2 arm(s), 0 with N; 12 table lines -> 6 variables (3 continuous rows); 1 line(s) skipped as unusable; heuristic engine, 1.4 s",4,"columns",2,0,12,6,3,1,1.4
"PMID_16871061.pdf","16871061","successfully parsed","Table page 4 (single layout); 4 arm(s), 3 with N; 21 table lines -> 7 variables (4 continuous rows); 0 line(s) skipped as unusable; heuristic engine, 1.4 s",4,"single",4,3,21,7,4,0,1.37
"PMID_16873343.pdf","16873343","successfully parsed","Table page 4 (columns layout); 4 arm(s), 4 with N; 16 table lines -> 4 variables (3 continuous rows); 4 line(s) skipped as unusable; heuristic engine, 1.8 s",4,"columns",4,4,16,4,3,4,1.82
"PMID_16873344.pdf","16873344","successfully parsed","Table page 3 (columns layout); 2 arm(s), 2 with N; 12 table lines -> 6 variables (4 continuous rows); 2 line(s) skipped as unusable; heuristic engine, 1.1 s",3,"columns",2,2,12,6,4,2,1.13
"PMID_16882684.pdf","16882684","successfully parsed","Table page 3 (single layout); 5 arm(s), 0 with N; 8 table lines -> 2 variables (0 continuous rows); 8 line(s) skipped as unusable; heuristic engine, 1.3 s",3,"single",5,0,8,2,0,8,1.26
"PMID_16884553.pdf","16884553","successfully parsed","Table page 3 (columns layout); 2 arm(s), 2 with N; 10 table lines -> 5 variables (4 continuous rows); 0 line(s) skipped as unusable; heuristic engine, 1.0 s",3,"columns",2,2,10,5,4,0,0.98
"PMID_16891634.pdf","16891634","successfully parsed","Table page 5 (single layout); 4 arm(s), 0 with N; 16 table lines -> 5 variables (2 continuous rows); 5 line(s) skipped as unusable; heuristic engine, 1.0 s",5,"single",4,0,16,5,2,5,1.02
"PMID_16895615.pdf","16895615","successfully parsed","Table page 3 (single layout); 4 arm(s), 2 with N; 27 table lines -> 7 variables (7 continuous rows); 2 line(s) skipped as unusable; heuristic engine, 1.1 s",3,"single",4,2,27,7,7,2,1.06
"PMID_16895618.pdf","16895618","successfully parsed","Table page 3 (single layout); 4 arm(s), 4 with N; 14 table lines -> 7 variables (6 continuous rows); 4 line(s) skipped as unusable; heuristic engine, 1.2 s",3,"single",4,4,14,7,6,4,1.2
"PMID_16895620.pdf","16895620","successfully parsed","Table page 3 (columns layout); 4 arm(s), 3 with N; 28 table lines -> 9 variables (6 continuous rows); 0 line(s) skipped as unusable; heuristic engine, 1.5 s",3,"columns",4,3,28,9,6,0,1.5
"PMID_16895621.pdf","16895621","successfully parsed","Table page 3 (columns layout); 2 arm(s), 2 with N; 18 table lines -> 9 variables (6 continuous rows); 0 line(s) skipped as unusable; heuristic engine, 0.9 s",3,"columns",2,2,18,9,6,0,0.94
"PMID_16895622.pdf","16895622","successfully parsed","Table page 2 (single layout); 3 arm(s), 3 with N; 18 table lines -> 6 variables (6 continuous rows); 2 line(s) skipped as unusable; heuristic engine, 1.0 s",2,"single",3,3,18,6,6,2,0.97
"PMID_16914459.pdf","16914459","successfully parsed","Table page 4 (columns layout); 3 arm(s), 2 with N; 7 table lines -> 4 variables (3 continuous rows); 3 line(s) skipped as unusable; heuristic engine, 1.2 s",4,"columns",3,2,7,4,3,3,1.18
"PMID_16914460.pdf","16914460","successfully parsed","Table page 4 (single layout); 4 arm(s), 0 with N; 14 table lines -> 6 variables (3 continuous rows); 4 line(s) skipped as unusable; heuristic engine, 1.6 s",4,"single",4,0,14,6,3,4,1.61
"PMID_16922749.pdf","16922749","not successfully parsed","Failed at table-page identification: the parser process did not finish within 40s, or crashed",NA,NA,NA,NA,0,0,0,NA,40.34
"PMID_16922750.pdf","16922750","not successfully parsed","Failed at table-page identification: the parser process did not finish within 40s, or crashed",NA,NA,NA,NA,0,0,0,NA,40.3
"PMID_16922757.pdf","16922757","not successfully parsed","Failed at table-page identification: the parser process did not finish within 40s, or crashed",NA,NA,NA,NA,0,0,0,NA,40.17
"PMID_16931978.pdf","16931978","successfully parsed","Table page 3 (single layout); 2 arm(s), 2 with N; 10 table lines -> 5 variables (3 continuous rows); 4 line(s) skipped as unusable; heuristic engine, 1.3 s",3,"single",2,2,10,5,3,4,1.32
"PMID_16931989.pdf","16931989","successfully parsed","Table page 4 (columns layout); 2 arm(s), 0 with N; 24 table lines -> 12 variables (12 continuous rows); 1 line(s) skipped as unusable; heuristic engine, 1.4 s",4,"columns",2,0,24,12,12,1,1.4
"PMID_16931991.pdf","16931991","successfully parsed","Table page 4 (columns layout); 3 arm(s), 0 with N; 18 table lines -> 6 variables (5 continuous rows); 0 line(s) skipped as unusable; heuristic engine, 1.5 s",4,"columns",3,0,18,6,5,0,1.49
